,reward1,reward2,reward3,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,latency,Area,energy,power
60,0.0,0.0,0.0,1.0,128.0,32.0,128.0,8.0,1.0,16.0,3.0,0.00025,163.27,4.99439375,19.977575
61,0.0,0.0,0.0,6.0,8.0,32.0,64.0,16.0,16.0,1.0,2.9,0.0,0.0,0.0,0.0
62,100.7,31.184793,9.657312,9.0,16.0,512.0,1024.0,8.0,1.0,2.0,2.2,0.0,0.0,0.0,0.0
63,89.27305,29.515721,9.758575,10.0,4.0,256.0,1024.0,2.0,2.0,8.0,3.2,0.00025,145.03,4.582840249999999,18.331361
64,20.46748,20.004318,19.551637,1.0,8.0,32.0,16384.0,4.0,4.0,8.0,2.6,0.000282,127.6,5.115801198,18.141139
65,100.7,27.305615,7.404137,9.0,256.0,8.0,16384.0,4.0,1.0,16.0,2.9,0.00123,145.62,11.1371211,9.05457
66,65.220207,40.342215,24.953836,4.0,16.0,32.0,256.0,1.0,8.0,1.0,3.2,0.00025,242.4,5.97745775,23.909831
67,20.434253,20.329397,20.225079,1.0,64.0,32.0,16384.0,2.0,2.0,2.0,3.5,0.000386,52.598,2.738425662,7.094367
68,100.7,29.510957,8.648427,9.0,256.0,512.0,2048.0,8.0,8.0,2.0,2.6,0.001232,138.02,10.7837906176,8.7530768
69,19.980159,22.891156,26.226269,2.0,2048.0,64.0,1024.0,1.0,16.0,1.0,3.2,0.00025,177.2,5.11745275,20.469811
70,39.213396,37.448343,35.762738,2.0,512.0,32.0,128.0,2.0,16.0,8.0,2.0,0.00126,57.578,8.505209160000001,6.750166
71,100.7,30.493733,9.234039,9.0,512.0,8.0,2048.0,8.0,1.0,2.0,2.9,0.000642,37.779,3.178009782,4.950171
72,0.0,0.0,0.0,1.0,4.0,32.0,32768.0,1.0,16.0,1.0,3.2,0.00025,160.68,4.79290975,19.171639
73,61.552567,29.234727,13.885193,6.0,512.0,32.0,512.0,2.0,16.0,1.0,3.4,0.0,0.0,0.0,0.0
74,100.7,31.82924,10.060581,9.0,256.0,64.0,2048.0,8.0,1.0,2.0,3.0,0.000409,107.53,5.214616257,12.749673
75,77.223926,39.704894,20.41438,5.0,128.0,32.0,64.0,1.0,2.0,8.0,3.2,0.00025,142.78,4.39914125,17.596565000000002
76,20.46748,36.81878,66.233,1.0,512.0,32.0,128.0,1.0,16.0,2.0,2.6,0.000326,57.779,2.82704266,8.671909999999999
77,100.7,29.934344,8.898361,9.0,256.0,512.0,2048.0,8.0,1.0,8.0,2.9,0.00123,19.55,3.2876202600000006,2.6728620000000003
78,39.213396,42.1311,45.265898,2.0,128.0,32.0,64.0,2.0,8.0,1.0,2.0,0.00025,163.3,4.9737155,19.894862
79,0.0,0.0,0.0,1.0,512.0,32.0,64.0,2.0,16.0,16.0,2.1,0.000642,27.483,2.510815776,3.910928
80,100.7,29.547167,8.669663,9.0,256.0,512.0,2048.0,8.0,8.0,2.0,2.9,0.0,0.0,0.0,0.0
81,19.980159,23.998118,28.824079,2.0,8.0,2048.0,256.0,16.0,2.0,2.0,3.2,0.00025,177.2,5.10491775,20.419671
82,77.223926,33.645467,14.658895,5.0,512.0,128.0,4096.0,2.0,2.0,1.0,3.8,0.00126,53.608,7.73866548,6.141798
83,85.338983,28.467947,9.496528,9.0,32.0,512.0,2048.0,8.0,1.0,2.0,3.6,0.000326,106.8,3.93701724,12.07674
84,20.434253,33.838016,56.033922,1.0,16.0,32.0,2048.0,1.0,16.0,1.0,3.2,0.000295,150.89,5.49930917,18.641726
85,20.46748,24.502215,29.332315,1.0,128.0,32.0,8192.0,2.0,16.0,4.0,2.6,0.001232,30.855,3.892338912,3.159366
86,100.7,30.860738,9.457648,9.0,256.0,256.0,2048.0,8.0,1.0,2.0,2.0,0.00123,86.824,7.4235174,6.03538
87,78.918495,30.417083,11.723474,8.0,128.0,8.0,64.0,8.0,16.0,2.0,3.5,0.00025,151.93,4.67959025,18.718361
88,19.980159,27.770768,38.599071,2.0,512.0,32.0,128.0,2.0,16.0,1.0,2.6,0.000319,137.91,4.817096185,15.100615
89,78.918495,25.11439,7.992202,11.0,8.0,512.0,1024.0,4.0,1.0,2.0,2.9,0.00126,36.415,5.77889298,4.586423
90,100.7,28.828775,8.25321,9.0,1024.0,32.0,64.0,4.0,16.0,1.0,2.6,0.000319,172.79,7.066025130999999,22.150549
91,20.46748,36.120274,63.743764,1.0,512.0,256.0,128.0,2.0,16.0,2.0,2.8,0.00025,179.66,5.362509500000001,21.450038
92,100.298805,30.860796,9.495514,9.0,256.0,256.0,2048.0,8.0,1.0,8.0,2.4,0.00123,21.069,3.41600397,2.777239
93,72.971014,22.464934,6.916078,12.0,512.0,32.0,4096.0,2.0,4.0,2.0,3.2,0.000251,151.99,4.679572716,18.643716
94,0.0,0.0,0.0,3.0,512.0,32.0,128.0,2.0,16.0,16.0,3.2,0.000345,208.29,8.831005364999998,25.597117
95,100.7,24.169285,5.800937,9.0,512.0,2048.0,2048.0,8.0,1.0,2.0,2.2,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,2.0,2048.0,32.0,128.0,8.0,16.0,16.0,3.2,0.00025,288.72,7.62944275,30.517771
97,20.46748,36.741977,65.956968,1.0,512.0,32.0,1024.0,1.0,1.0,1.0,2.6,0.0,0.0,0.0,0.0
98,100.7,28.081072,7.830652,9.0,1024.0,64.0,512.0,8.0,1.0,2.0,2.9,0.00123,23.75,3.3013790400000005,2.684048
99,57.346241,26.710737,12.441329,7.0,16.0,256.0,128.0,16.0,16.0,1.0,3.2,0.00025,210.09,5.65188175,22.607527
100,0.0,0.0,0.0,1.0,8.0,32.0,128.0,2.0,16.0,1.0,3.4,0.000439,146.9,6.246671918999999,14.229321
101,100.7,31.973769,10.152154,9.0,256.0,32.0,2048.0,8.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0
102,20.434253,34.183583,57.184244,1.0,16.0,32.0,2048.0,2.0,16.0,1.0,3.8,0.00025,141.54,4.35946075,17.437843
103,20.46748,36.738015,65.942743,1.0,512.0,32.0,128.0,4.0,16.0,2.0,2.6,0.001232,30.929,3.814040384,3.095812
104,78.918495,30.519981,11.802927,8.0,256.0,8.0,2048.0,2.0,1.0,2.0,3.5,0.00123,19.8,3.3020912099999995,2.684627
105,20.434253,41.637829,84.843266,1.0,128.0,32.0,64.0,2.0,8.0,8.0,3.1,0.000319,110.64,4.784669197,14.998963
106,0.0,0.0,0.0,1.0,4.0,256.0,128.0,1.0,16.0,4.0,2.6,0.001232,15.47,2.5706579360000004,2.086573
107,100.7,33.432855,11.099859,9.0,16.0,64.0,1024.0,8.0,1.0,2.0,2.9,0.0,0.0,0.0,0.0
108,35.912981,29.40791,24.08113,4.0,16.0,256.0,64.0,2.0,8.0,1.0,3.2,0.00025,124.53,3.9872505,15.949002
109,20.46748,36.853494,66.357952,1.0,256.0,32.0,128.0,8.0,16.0,8.0,2.6,0.000701,56.98,5.153379348400001,7.351468400000001
110,66.424802,21.790304,7.148194,13.0,256.0,8.0,2048.0,8.0,1.0,16.0,3.1,0.00123,21.54,3.28142967,2.667829
111,19.980159,25.32011,32.08723,2.0,8.0,32.0,4096.0,2.0,8.0,1.0,3.2,0.000379,191.13,9.386287849,24.765931
112,20.46748,38.833282,73.679017,1.0,512.0,32.0,128.0,4.0,8.0,1.0,2.2,0.00126,58.4,6.951672,5.5172
113,100.7,31.417636,9.802064,9.0,64.0,512.0,64.0,8.0,1.0,2.0,2.6,0.00123,16.892,2.95537266,2.402742
114,19.980159,31.504453,49.675809,2.0,128.0,32.0,64.0,4.0,1.0,1.0,3.0,0.00025,138.43,4.515163,18.060652
115,20.46748,37.084822,67.193619,1.0,512.0,32.0,128.0,2.0,16.0,1.0,2.8,0.00126,24.345,4.4903124,3.56374
116,85.338983,29.334065,10.083169,9.0,256.0,64.0,2048.0,8.0,1.0,2.0,3.5,0.00123,19.254,3.2406194999999998,2.63465
117,39.213396,37.872997,36.578416,2.0,128.0,32.0,2048.0,2.0,8.0,1.0,2.0,0.000295,142.78,5.17935807,17.557146
118,20.434253,38.001819,70.672425,1.0,512.0,4.0,128.0,1.0,16.0,1.0,3.6,0.000642,41.9,3.10714197,4.839785
119,100.7,31.724961,9.994768,9.0,256.0,64.0,2048.0,8.0,1.0,2.0,2.2,0.001232,19.015,3.086111952,2.504961
120,19.980159,31.294289,49.015252,2.0,16.0,16.0,64.0,2.0,8.0,2.0,3.2,0.00025,142.78,4.4281085,17.712434000000002
121,20.46748,36.387283,64.689661,1.0,512.0,32.0,128.0,1.0,16.0,8.0,2.6,0.00126,26.463,4.55082642,3.611767
122,100.7,32.931242,10.769282,9.0,64.0,32.0,2048.0,8.0,1.0,2.0,2.9,0.00123,20.546,3.3660548999999995,2.73663
123,19.980159,30.419682,46.313798,2.0,128.0,32.0,256.0,2.0,8.0,2.0,3.2,0.00025,131.21,4.1096442500000006,16.438577000000002
124,39.213396,40.138432,41.08529,2.0,512.0,32.0,64.0,4.0,2.0,8.0,2.0,0.00126,28.895,4.816273140000001,3.822439
125,100.7,31.784667,10.032424,9.0,256.0,64.0,2048.0,8.0,1.0,2.0,2.6,0.000642,30.862,2.766302244,4.3088820000000005
126,19.980159,30.761644,47.360922,2.0,128.0,32.0,64.0,2.0,8.0,1.0,3.2,0.00025,142.78,4.411488,17.645952
127,20.46748,36.14303,63.824106,1.0,512.0,32.0,64.0,1.0,16.0,1.0,2.1,0.00126,27.483,4.70978802,3.737927
128,85.338983,27.877432,9.106638,9.0,256.0,512.0,1024.0,8.0,1.0,2.0,3.8,0.00123,18.889,3.411703889999999,2.773743
129,19.980159,30.452622,46.414156,2.0,128.0,32.0,64.0,2.0,8.0,1.0,2.3,0.000295,158.22,5.734755455,19.439849
130,0.0,0.0,0.0,1.0,8.0,32.0,64.0,1.0,16.0,4.0,2.6,0.00126,27.483,4.80585924,3.814174
131,0.0,0.0,0.0,9.0,256.0,4.0,2048.0,8.0,1.0,2.0,2.8,0.0,0.0,0.0,0.0
132,77.223926,38.814483,19.509032,5.0,128.0,32.0,64.0,2.0,8.0,1.0,2.6,0.0,0.0,0.0,0.0
133,20.434253,38.931874,74.174026,1.0,128.0,16.0,128.0,2.0,16.0,8.0,3.2,0.000326,65.957,2.958236144,9.074344
134,57.346241,22.53252,8.853491,7.0,1024.0,512.0,2048.0,8.0,1.0,2.0,2.9,0.001232,18.882,2.940423024,2.386707
135,39.213396,30.487293,23.702998,2.0,128.0,32.0,8192.0,2.0,8.0,1.0,2.0,0.000439,192.15,8.77810791,19.99569
136,20.46748,23.970388,28.072802,1.0,512.0,32.0,8192.0,2.0,16.0,1.0,2.2,0.000642,88.905,4.794934931999999,7.468745999999999
137,100.7,27.888486,7.723611,9.0,1024.0,64.0,1024.0,8.0,1.0,2.0,2.9,0.00123,80.407,7.756580489999999,6.306163
138,20.46748,41.19196,82.901147,1.0,128.0,4.0,64.0,2.0,8.0,1.0,2.0,0.00025,216.75,5.7302105,22.920842
139,20.434253,38.669825,73.178862,1.0,512.0,256.0,128.0,8.0,2.0,2.0,3.2,0.00123,14.486,2.62660965,2.135455
140,100.7,32.303901,10.36288,9.0,256.0,8.0,1024.0,1.0,8.0,2.0,2.2,0.001232,19.559,2.980410048,2.419164
141,39.213396,42.310974,45.65324,2.0,128.0,32.0,64.0,2.0,8.0,1.0,2.2,0.00025,130.55,4.2708125,17.08325
142,20.46748,45.058971,99.196917,1.0,16.0,32.0,128.0,1.0,1.0,1.0,2.6,0.000642,27.483,2.489512932,3.877746
143,100.7,27.798678,7.673947,9.0,1024.0,64.0,1024.0,8.0,1.0,2.0,2.2,0.00123,12.454,2.195118147,1.7846489
144,20.46748,40.710251,80.973552,1.0,128.0,32.0,128.0,4.0,8.0,1.0,2.0,0.00025,216.75,5.7672947500000005,23.069179
145,20.46748,31.843224,49.541562,1.0,2048.0,32.0,64.0,2.0,8.0,1.0,2.0,0.00123,15.102,2.6891367,2.18629
146,100.7,33.453172,11.113354,9.0,16.0,64.0,1024.0,8.0,1.0,2.0,3.1,0.00123,26.753,4.395278309999999,3.573397
147,39.213396,40.629302,42.096333,2.0,16.0,32.0,1024.0,2.0,8.0,1.0,2.0,0.00025,124.53,3.98240875,15.929635
148,20.46748,15.002274,10.996382,1.0,512.0,512.0,32768.0,8.0,8.0,8.0,2.6,0.000642,33.992,2.699862948,4.205394
149,100.7,33.443932,11.107216,9.0,16.0,64.0,1024.0,8.0,1.0,2.0,3.0,0.00123,274.02,19.80187209,16.099083
150,39.213396,39.443022,39.673994,2.0,128.0,128.0,1024.0,2.0,8.0,1.0,2.0,0.00025,124.53,3.984609500000001,15.938438
151,20.434253,39.836394,77.660694,1.0,512.0,32.0,128.0,4.0,1.0,8.0,3.9,0.000642,36.062,2.864706078,4.462159000000001
152,100.7,33.769536,11.324544,9.0,16.0,64.0,512.0,8.0,1.0,2.0,2.9,0.001232,18.178,2.808409296,2.279553
153,19.980159,31.389192,49.312992,2.0,128.0,32.0,64.0,2.0,4.0,1.0,2.6,0.00025,117.87,3.90814125,15.632565
154,56.069042,43.518451,33.777205,3.0,128.0,32.0,64.0,2.0,1.0,2.0,3.0,0.00126,24.22,4.5233496,3.58996
155,0.0,0.0,0.0,9.0,16.0,4.0,1024.0,8.0,1.0,16.0,3.7,0.000449,35.21,2.3532799420000003,5.241158
156,19.980159,30.540346,46.681947,2.0,128.0,32.0,64.0,2.0,8.0,1.0,2.5,0.0,0.0,0.0,0.0
157,20.46748,43.087099,90.704771,1.0,128.0,32.0,128.0,1.0,1.0,8.0,2.5,0.00126,27.483,4.77829044,3.792294
158,100.7,32.077018,10.217826,9.0,16.0,64.0,1024.0,8.0,16.0,2.0,2.9,0.00123,14.471,2.400633927,1.9517349
159,20.46748,41.750316,85.163828,1.0,16.0,32.0,64.0,2.0,8.0,2.0,2.0,0.00025,162.7,4.3314415,17.325766
160,20.46748,38.797379,73.542842,1.0,512.0,64.0,128.0,4.0,8.0,1.0,2.3,0.00123,14.279,2.55682437,2.078719
161,89.27305,28.053603,8.815702,10.0,8.0,512.0,1024.0,8.0,1.0,2.0,3.5,0.00123,17.038,2.96084493,2.407191
162,77.223926,38.581606,19.275637,5.0,128.0,32.0,64.0,2.0,8.0,1.0,2.0,0.000282,159.44,5.662955646,20.081403
163,20.434253,32.255523,50.915427,1.0,256.0,2048.0,64.0,1.0,8.0,8.0,3.2,0.000326,65.957,2.9940553940000005,9.184219
164,100.7,33.907842,11.417495,9.0,16.0,64.0,128.0,8.0,2.0,2.0,2.9,0.001232,31.648,4.283633200000001,3.476975
165,56.446188,27.514619,13.411964,8.0,16.0,32.0,64.0,1.0,1.0,1.0,2.4,0.00025,116.26,3.8763245,15.505298
166,20.46748,34.769162,59.064167,1.0,64.0,32.0,1024.0,2.0,16.0,2.0,2.0,0.000446,84.705,5.886991717999999,13.199533
167,0.0,0.0,0.0,9.0,16.0,4.0,1024.0,8.0,1.0,2.0,2.6,0.00123,26.687,3.68665071,2.997277
168,39.213396,40.329664,41.477708,2.0,32.0,32.0,64.0,2.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0
169,20.46748,41.308304,83.370106,1.0,128.0,256.0,64.0,8.0,2.0,1.0,2.0,0.000642,32.068,2.740130472,4.268116
170,100.298805,31.708165,10.024125,9.0,256.0,64.0,2048.0,8.0,1.0,2.0,2.5,0.00123,16.067,2.61183489,2.123443
171,20.46748,42.67004,88.957329,1.0,16.0,32.0,64.0,1.0,8.0,1.0,2.7,0.000251,142.78,4.432800811,17.660561
172,20.434253,43.838878,94.050279,1.0,128.0,32.0,64.0,2.0,1.0,8.0,3.9,0.00123,14.079,2.44779102,1.990074
173,100.7,33.421788,11.092511,9.0,16.0,64.0,1024.0,8.0,1.0,2.0,2.8,0.001232,13.722,2.3190044416,1.8823088
174,19.980159,29.317504,43.018479,2.0,512.0,32.0,64.0,1.0,8.0,1.0,2.6,0.00025,124.53,3.9898915,15.959566
175,20.46748,37.451378,68.528503,1.0,128.0,32.0,128.0,1.0,16.0,8.0,2.2,0.00126,30.91,5.18521122,4.115247
176,100.7,31.682681,9.968146,9.0,256.0,64.0,1024.0,8.0,8.0,2.0,2.9,0.00123,18.9,3.17749467,2.583329
177,19.980159,27.071112,36.678642,2.0,1024.0,64.0,64.0,1.0,8.0,8.0,2.1,0.00025,151.74,4.43993475,17.759739
178,20.46748,40.071471,78.452393,1.0,512.0,32.0,64.0,2.0,1.0,2.0,2.6,0.00126,37.617,6.0814656,4.82656
179,78.918495,26.143628,8.660698,11.0,16.0,64.0,256.0,8.0,16.0,2.0,3.6,0.00123,16.471,2.77555527,2.256549
180,20.46748,40.21284,79.006917,1.0,128.0,32.0,128.0,2.0,8.0,8.0,2.0,0.000319,188.1,6.520617752,20.440808
181,20.46748,25.555613,31.908637,1.0,16.0,4.0,8192.0,1.0,8.0,1.0,2.6,0.00123,16.292,2.75607453,2.240711
182,100.7,25.377642,6.395479,9.0,16.0,64.0,32768.0,2.0,1.0,2.0,2.9,0.00123,75.374,6.824138400000001,5.548080000000001
183,77.223926,39.755811,20.466773,5.0,128.0,32.0,128.0,2.0,1.0,1.0,3.0,0.00025,331.5,6.92018825,27.680753
184,20.46748,35.976943,63.238876,1.0,512.0,128.0,128.0,1.0,16.0,8.0,2.6,0.000326,57.538,2.8198057860000003,8.649711
185,100.7,33.349447,11.044545,9.0,16.0,64.0,1024.0,8.0,2.0,2.0,2.4,0.00123,21.16,3.4432767599999994,2.799412
186,35.861823,30.900459,26.625483,4.0,16.0,32.0,128.0,1.0,1.0,1.0,3.6,0.00025,125.19,4.00721975,16.028879
187,20.46748,40.962089,81.978473,1.0,16.0,512.0,128.0,1.0,1.0,2.0,2.4,0.000702,43.575,4.667567112,6.648956
188,100.7,29.857879,8.852959,9.0,256.0,512.0,2048.0,8.0,1.0,2.0,2.2,0.00123,17.242,2.6561723310000005,2.1594897000000004
189,19.980159,30.177326,45.578767,2.0,16.0,32.0,128.0,1.0,16.0,1.0,2.6,0.00025,163.27,4.99922325,19.996893
190,20.46748,44.541757,96.932704,1.0,64.0,32.0,128.0,2.0,1.0,2.0,2.6,0.00126,31.345,4.893943320000001,3.884082
191,100.7,33.560814,11.184988,9.0,16.0,64.0,2048.0,2.0,2.0,2.0,3.0,0.00123,13.218,2.246393034,1.8263358
192,20.46748,44.474105,96.638477,1.0,16.0,32.0,64.0,1.0,1.0,8.0,2.0,0.00025,112.84,3.9569035,15.827614
193,35.70922,30.743045,26.467529,4.0,16.0,32.0,128.0,1.0,1.0,2.0,2.6,0.00123,12.999,2.253232449,1.8318963
194,100.7,33.585316,11.201325,9.0,16.0,32.0,1024.0,8.0,2.0,2.0,2.9,0.000705,43.944,4.71548838,6.688636
195,19.980159,32.121257,51.639989,2.0,16.0,32.0,128.0,1.0,1.0,2.0,2.5,0.00025,123.9,3.9511322499999992,15.804529
196,20.46748,45.097176,99.365202,1.0,16.0,8.0,128.0,4.0,1.0,1.0,2.6,0.00126,23.209,4.31951877,3.4281895
197,100.7,33.471674,11.12565,9.0,16.0,64.0,1024.0,8.0,1.0,2.0,3.3,0.00123,12.587,2.191400472,1.7816264
