,latency,Area,energy,power,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,best_reward
69,0.000445,401.63,15.295677059999996,34.372308,7,4096,256,8192,8,4,2,2.4,29.52084622222219
70,0.000379,360.31,15.205470904,40.119976,13,2048,64,4096,2,4,2,3.0,29.52084622222219
71,0.000379,149.1,8.346377037,22.022103,13,64,16,1024,1,2,2,3.0,29.52084622222219
72,0.00126,471.92,37.92351276,30.098026,2,64,256,65536,8,4,2,3.5,29.52084622222219
73,0.000473,320.59,15.266052296,32.274952,16,64,64,8192,16,4,2,3.5,29.52084622222219
74,0.000282,175.34,5.717993586,20.276573,10,64,64,8192,1,4,2,3.0,29.52084622222219
75,0.000319,139.43,4.794555964,15.029956,8,64,64,1024,16,4,2,3.5,29.52084622222219
76,0.00025,291.23,6.64148225,26.565929,9,1024,256,8192,16,4,4,3.0,29.52084622222219
77,0.000345,267.31,9.139512644999998,26.491341,12,64,256,8192,16,4,2,3.0,30.878075666666646
78,0.000413,484.31,19.165813464,46.406328,14,2048,64,8192,16,4,2,3.0,32.97344799999999
79,0.000409,107.46,4.699738836,11.490804,6,64,64,1024,16,4,2,3.0,32.97344799999999
80,0.00025,164.3,4.6492745,18.597098,9,64,64,8192,1,4,2,3.0,32.97344799999999
81,0.00025,208.76,4.94256725,19.770269,9,64,64,8192,16,4,2,3.0,32.97344799999999
82,0.00025,164.3,4.6492745,18.597098,9,64,64,8192,1,4,2,3.0,32.97344799999999
83,0.000471,493.82,21.396061422,45.426882,16,1024,16,16384,16,4,2,2.2,34.36691155555551
84,0.00025,281.25,7.066874,28.267496,9,2048,64,1024,16,4,2,3.4,36.09470288888886
85,0.000282,223.43,6.035349054,21.401947,10,32,64,8192,16,4,2,3.0,36.09470288888886
86,0.00025,232.3,6.02497925,24.099917,9,1024,64,8192,1,4,2,3.0,36.09470288888886
87,0.000282,300.35,7.807675344000001,27.686792,10,1024,64,8192,16,4,2,3.0,36.09470288888886
88,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,37.47086388888889
89,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,37.47086388888889
90,0.00038,313.2,12.735796900000002,33.515255,13,1024,64,8192,1,4,4,3.0,37.47086388888889
91,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,37.47086388888889
92,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,37.47086388888889
93,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,37.47086388888889
94,0.000471,320.59,15.334956003,32.558293,16,64,64,8192,16,4,2,2.2,37.47086388888889
95,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,37.47086388888889
96,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,37.47086388888889
97,0.00025,276.82,6.307265500000001,25.229062000000003,9,1024,64,8192,16,4,2,3.3,37.47086388888889
98,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,37.47086388888889
99,0.00038,370.95,13.27582516,34.936382,13,1024,64,8192,16,4,2,2.7,38.47953211111113
100,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,38.47953211111113
101,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,38.47953211111113
102,0.00025,276.82,6.31393825,25.255753,9,1024,64,8192,16,2,2,3.0,38.47953211111113
103,0.00025,217.7,5.19048825,20.761953,9,256,64,8192,16,4,2,3.0,38.47953211111113
104,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
105,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
106,0.00025,232.59,6.020504000000001,24.082016,9,1024,64,8192,2,4,2,3.0,40.0
107,0.00025,276.82,6.3108595,25.243438,9,1024,64,8192,16,4,2,3.2,40.0
108,0.00025,276.82,6.30115625,25.204625,9,1024,64,8192,16,4,2,3.5,40.0
109,0.00025,232.59,6.017524249999999,24.070097,9,1024,64,8192,2,4,2,3.1,40.0
110,0.00025,276.82,6.354701,25.418804,9,1024,64,8192,16,4,2,2.3,40.0
111,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
112,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
113,0.00025,206.47,4.87231775,19.489271,9,4,64,8192,16,4,2,3.0,40.0
114,0.000317,188.82,5.862559326,18.493878,8,128,64,8192,16,4,8,2.4,40.0
115,0.00025,217.7,5.19048825,20.761953,9,256,64,8192,16,4,2,3.0,40.0
116,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
117,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
118,0.00025,447.78,8.657334,34.629336,9,1024,64,32768,16,4,2,3.0,40.0
119,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
120,0.000295,215.31,6.484436005000001,21.981139,9,1024,64,256,16,4,2,3.5,40.0
121,0.00025,319.76,7.5375655,30.150262,9,1024,1024,8192,16,4,2,3.0,40.0
122,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
123,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
124,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
125,0.000439,229.74,8.922835234999999,20.325365,7,1024,64,8192,16,4,2,3.0,40.0
126,0.000471,441.54,19.876914507,42.201517,16,1024,64,8192,16,4,2,2.5,40.0
127,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
128,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
129,0.00025,515.47,10.779558499999998,43.118234,9,4096,64,8192,16,4,2,3.0,40.0
130,0.00025,334.58,7.7949725,31.17989,9,2048,64,8192,16,4,2,3.0,40.0
131,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
132,0.00025,207.58,4.903433000000001,19.613732,9,32,64,8192,16,4,2,3.0,40.0
133,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
134,0.000319,275.6,8.806194375,27.605625,11,1024,64,2048,16,4,2,3.0,40.0
135,0.00025,515.47,10.779558499999998,43.118234,9,4096,64,8192,16,4,2,3.0,40.0
136,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
137,0.000471,441.54,19.813804275000003,42.067525,16,1024,64,8192,16,4,2,3.0,40.0
138,0.00025,215.31,5.50713025,22.028521,9,1024,64,256,16,4,2,3.0,40.0
139,0.00038,370.95,13.251043840000005,34.871168000000004,13,1024,64,8192,16,4,2,3.0,40.0
140,0.00025,276.82,6.307265500000001,25.229062000000003,9,1024,64,8192,16,4,2,3.3,40.0
141,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
142,0.00025,246.62,5.964346249999999,23.857385,9,1024,64,4096,16,4,2,2.3,40.0
143,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
144,0.00025,276.82,6.342123000000001,25.368492000000003,9,1024,64,8192,16,4,2,2.5,40.0
145,0.00025,222.0,5.73233275,22.929331,9,1024,256,64,16,2,2,3.0,40.0
146,0.00025,515.47,10.779558499999998,43.118234,9,4096,64,8192,16,4,2,3.0,40.0
147,0.00025,275.45,6.27756575,25.110263,9,1024,32,8192,16,4,2,3.0,40.0
148,0.000326,230.44,7.000401098,21.473623,5,1024,2048,8192,16,4,2,2.3,40.0
149,0.000409,177.62,6.848759806,16.745134,6,1024,128,4096,16,4,2,2.5,40.0
150,0.00025,249.98,6.1060135,24.424054,9,16,1024,8192,16,4,2,3.0,40.0
151,0.000413,285.96,11.763649982,28.483414,14,16,64,8192,16,4,2,2.6,40.0
152,0.00025,206.62,4.8763915,19.505566,9,8,64,8192,16,4,2,3.0,40.0
153,0.00025,287.0,6.50491225,26.019649,9,1024,64,8192,16,16,2,3.0,40.0
154,0.00126,106.04,10.473154020000004,8.312027,2,1024,64,8192,8,4,2,3.0,40.0
155,0.00025,275.45,6.27756575,25.110263,9,1024,32,8192,16,4,2,3.0,40.0
156,0.000317,291.4,8.597860079000002,27.122587000000003,8,1024,1024,8192,16,4,2,3.1,40.0
157,0.00025,214.03,5.48722125,21.948885,9,1024,64,64,16,4,2,3.0,40.0
158,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
159,0.00025,276.82,6.354701,25.418804,9,1024,64,8192,16,4,2,2.3,40.0
160,0.00025,222.49,5.04023025,20.160921,9,32,64,8192,16,8,2,3.0,40.0
161,0.00025,509.84,10.70749375,42.829975,9,4096,16,8192,16,4,2,3.0,40.0
162,0.004023,221.45,67.081650282,16.674534,4,1024,64,16384,16,4,2,3.0,40.0
163,0.00025,276.82,6.342123000000001,25.368492000000003,9,1024,64,8192,16,4,2,2.5,40.0
164,0.000319,323.89,9.593094962,30.072398,11,1024,64,8192,16,4,2,3.0,40.0
165,0.000439,229.74,8.897184026,20.266934,7,1024,64,8192,16,4,2,3.8,40.0
166,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
167,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
168,0.00025,276.82,6.2982812500000005,25.193125,9,1024,64,8192,16,4,2,3.6,40.0
169,0.00025,215.31,5.50713025,22.028521,9,1024,64,256,16,4,2,3.0,40.0
170,0.00025,232.3,6.02497925,24.099917,9,1024,64,8192,1,4,2,3.0,40.0
171,0.00025,339.13,7.2209935,28.883974,9,1024,64,16384,16,4,2,3.1,40.0
172,0.000318,253.28,7.251606173999999,22.803793,8,1024,64,8192,16,4,2,3.0,40.0
173,0.00025,276.82,6.3223595,25.289438,9,1024,64,8192,16,4,2,2.9,40.0
174,0.00025,241.1,5.65737475,22.629499,9,512,64,8192,16,4,2,3.0,40.0
175,0.00025,276.82,6.3223595,25.289438,9,1024,64,8192,16,4,2,2.9,40.0
176,0.000409,377.19,11.197903842,27.378738,6,1024,64,32768,16,4,2,3.0,40.0
177,0.00025,232.59,6.020504000000001,24.082016,9,1024,64,8192,2,4,2,3.0,40.0
178,0.00025,271.18,6.245932499999999,24.98373,9,1024,16,8192,16,4,2,3.0,40.0
179,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
180,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
181,0.00025,283.26,6.44477975,25.779119,9,1024,64,8192,16,4,4,2.1,40.0
182,0.00025,215.31,5.50713025,22.028521,9,1024,64,256,16,4,2,3.0,40.0
183,0.0,0.0,0.0,0.0,9,1024,4,65536,16,8,2,3.1,40.0
184,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
185,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
186,0.00025,284.78,6.56616375,26.264655,9,1024,256,8192,16,4,2,3.0,40.0
187,0.00025,655.6,12.01790625,48.071625,9,1024,64,65536,16,4,2,3.0,40.0
188,0.00025,620.01,11.3576515,45.430606,9,512,64,65536,16,4,2,3.0,40.0
189,0.000439,229.74,8.922835234999999,20.325365,7,1024,64,8192,16,4,2,3.0,40.0
190,0.004017,159.11,52.54432832999999,13.08049,4,1024,64,8192,16,4,2,2.4,40.0
191,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
192,0.004027,178.21,61.235149942,15.206146,4,1024,1024,8192,16,4,2,3.2,40.0
193,0.000345,317.23,10.639437405,30.838949,12,1024,64,4096,16,4,2,3.5,40.0
194,0.00025,276.82,6.30115625,25.204625,9,1024,64,8192,16,4,2,3.5,40.0
195,0.00025,276.82,6.30403125,25.216125,9,1024,64,8192,16,4,2,3.4,40.0
196,0.00025,223.49,5.6662345,22.664938,9,1024,64,1024,16,4,2,2.0,40.0
197,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
198,0.00025,276.82,6.2928905,25.171562,9,1024,64,8192,16,4,2,3.8,40.0
199,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
200,0.00025,233.65,6.024517,24.098068,9,1024,64,8192,4,4,2,3.0,40.0
201,0.000345,347.42,11.205155294999996,32.478711,12,1024,64,8192,16,4,2,3.0,40.0
202,0.00025,276.82,6.314453250000001,25.257813,9,1024,64,8192,16,4,2,3.1,40.0
203,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
204,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
205,0.00025,232.3,6.02497925,24.099917,9,1024,64,8192,1,4,2,3.0,40.0
206,0.00038,370.95,13.251043840000005,34.871168000000004,13,1024,64,8192,16,4,2,3.0,40.0
207,0.000473,262.83,14.007959328,29.615136,16,128,64,64,16,4,2,3.0,40.0
208,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
209,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
210,0.00025,213.2,5.5029325,22.01173,9,1024,32,128,16,4,2,2.1,40.0
211,0.000409,199.21,7.346570474999999,17.962274999999998,6,1024,64,8192,16,8,2,3.0,40.0
212,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
213,0.00025,276.82,6.354701,25.418804,9,1024,64,8192,16,4,2,2.3,40.0
214,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
215,0.000251,276.82,6.387343584000001,25.447584000000003,9,1024,64,8192,16,4,2,2.2,40.0
216,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
217,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
218,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
219,0.00025,235.61,6.104683250000001,24.418733,9,1024,128,8192,1,4,2,3.0,40.0
220,0.00025,279.25,6.39653,25.58612,9,1024,128,8192,16,4,2,3.0,40.0
221,0.000409,206.2,7.371835632000001,18.024048,6,1024,64,8192,16,4,2,3.0,40.0
222,0.00025,207.03,4.886278,19.545112,9,16,64,8192,16,4,2,3.0,40.0
223,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
224,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
225,0.000439,229.74,8.919170902,20.317018,7,1024,64,8192,16,4,2,3.1,40.0
226,0.00025,206.47,4.87231775,19.489271,9,4,64,8192,16,4,2,3.0,40.0
227,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
228,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
229,0.00038,433.25,14.62857918,38.496261,13,1024,64,16384,16,4,2,3.0,40.0
230,0.000446,743.51,29.334380684,65.772154,15,16,4096,8192,16,4,2,3.0,40.0
231,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
232,0.000317,253.28,7.218047522000001,22.769866,8,1024,64,8192,16,4,2,3.3,40.0
233,0.000413,285.32,11.658777305,28.229485,14,8,64,8192,16,4,2,3.8,40.0
234,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
235,0.004023,330.13,90.186161697,22.417639,4,1024,64,32768,16,4,2,2.7,40.0
236,0.00025,541.92,11.642157,46.568628,9,1024,4096,8192,16,4,2,3.6,40.0
237,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
238,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
239,0.00025,270.35,6.368916250000001,25.475665,9,1024,64,8192,16,4,8,3.0,40.0
240,0.000318,253.28,7.251606173999999,22.803793,8,1024,64,8192,16,4,2,3.0,40.0
241,0.00025,276.82,6.354701,25.418804,9,1024,64,8192,16,4,2,2.3,40.0
242,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
243,0.000326,182.66,5.128612766000001,15.731941,5,1024,64,8192,16,4,2,3.0,40.0
244,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
245,0.0,0.0,0.0,0.0,9,1024,8,8192,16,4,2,3.0,40.0
246,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
247,0.00025,276.82,6.307265500000001,25.229062000000003,9,1024,64,8192,16,4,2,3.3,40.0
248,0.000282,309.2,8.118828222000001,28.790171,10,1024,256,8192,16,4,2,3.0,40.0
249,0.0,0.0,0.0,0.0,2,1024,4,8192,16,4,2,2.9,40.0
250,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
251,0.000282,222.2,5.99573031,21.261455,10,4,64,8192,16,4,2,3.0,40.0
252,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
253,0.00025,276.82,6.2982812500000005,25.193125,9,1024,64,8192,16,4,2,3.6,40.0
254,0.000326,182.66,5.164067222000001,15.840697,5,1024,64,8192,16,4,2,2.4,40.0
255,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
256,0.000319,253.28,7.245988343,22.714697,8,1024,64,8192,16,4,2,3.9,40.0
257,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
258,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
259,0.00025,271.18,6.245932499999999,24.98373,9,1024,16,8192,16,4,2,3.0,40.0
260,0.00025,362.8,8.8108055,35.243222,9,1024,2048,8192,16,4,2,3.5,40.0
261,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
262,0.000282,300.35,7.77682116,27.57738,10,1024,64,8192,16,4,2,3.8,40.0
263,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
264,0.00025,275.2,6.37527125,25.501085,9,1024,64,8192,16,4,1,3.0,40.0
265,0.00025,232.3,6.02497925,24.099917,9,1024,64,8192,1,4,2,3.0,40.0
266,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
267,0.00025,276.82,6.342123000000001,25.368492000000003,9,1024,64,8192,16,4,2,2.5,40.0
268,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
269,0.000409,206.2,7.371835632000001,18.024048,6,1024,64,8192,16,4,2,3.0,40.0
270,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
271,0.00025,217.7,5.2152667500000005,20.861067,9,256,64,8192,16,4,2,2.4,40.0
272,0.00025,276.82,6.30115625,25.204625,9,1024,64,8192,16,4,2,3.5,40.0
273,0.004027,159.11,52.550461337,13.049531,4,1024,64,8192,16,4,2,3.0,40.0
274,0.000439,229.74,8.902680745,20.279455,7,1024,64,8192,16,4,2,3.6,40.0
275,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
276,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
277,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
278,0.000319,323.89,9.593094962,30.072398,11,1024,64,8192,16,4,2,3.0,40.0
279,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
280,0.00025,273.08,7.0003615,28.001446,9,2048,64,256,16,4,2,2.7,40.0
281,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
282,0.000326,182.66,5.14422947,15.779845,5,1024,64,8192,16,4,2,2.7,40.0
283,0.000345,409.7,12.47779647,36.167526,12,1024,64,16384,16,4,2,2.7,40.0
284,0.00025,276.82,6.3505205,25.402082,9,1024,64,8192,16,2,2,2.3,40.0
285,0.00025,276.82,6.31804725,25.272189,9,1024,64,8192,16,4,2,3.0,40.0
286,0.00025,279.25,6.38935125,25.557405,9,1024,128,8192,16,4,2,3.2,40.0
287,0.000244,276.82,6.181777576000001,25.335154000000003,9,1024,64,8192,16,4,2,2.7,40.0
288,0.000251,276.82,6.362316624999999,25.347875,9,1024,64,8192,16,4,2,2.6,40.0
289,0.000244,515.47,10.545204444,43.218051,9,4096,64,8192,16,4,2,2.7,40.0
