,reward,core,l1i_size,l1d_size,l2_size,l1i_assoc,l1d_assoc,l2_assoc,clock_rate,latency,Area,power
62,0.0020855657576797832,4,32,2048,8192,8,2,2,2.8,4.794862,170.15,15.09461
63,0.0020652239012492538,8,64,64,16384,2,4,8,3.2,4.84209,223.34,20.71885
64,0.0020304754053590336,14,8,16,8192,2,4,8,3.5,4.924955,205.93,26.205086
65,0.0020304754053590336,14,4,2048,2048,2,2,8,3.5,4.924955,382.48,41.263501
66,0.002075349722370091,6,2048,16,128,2,4,2,2.7,4.818465,151.19,17.522433
67,0.0020568974869032194,9,8,64,32768,4,4,2,3.1,4.861691,334.45,27.583745999999998
68,0.0020652243277643183,8,32,16,128,8,8,8,3.0,4.842089,118.14,14.08057
69,0.0020568987561521844,9,64,512,2048,8,4,8,3.1,4.861688,154.17,18.78895
70,0.0020889835987630712,3,512,8,1024,4,2,8,2.3,4.787017,50.65,6.444317
71,0.0020804497433037084,5,64,64,1024,4,4,4,3.3,4.806653,67.392,8.948375
72,0.002065225607310568,8,2,8,2048,4,2,8,3.6,4.842086,100.57,13.798043
73,0.002088987089850886,3,8,1024,128,4,8,2,3.2,4.787009,64.346,7.0132083
74,0.0020568991792355206,9,32,256,128,2,4,4,3.2,4.861687,112.49,16.063258
75,0.0020534960359312525,10,128,256,512,8,4,2,2.6,4.869744,148.21,19.021396
76,0.0020353528579305385,13,256,8,2048,2,2,2,2.8,4.913153,169.41,23.773745
77,0.00203047169481848,14,32,16,16384,8,8,2,2.1,4.924964,327.6,31.489318
78,0.002088988835399169,3,128,16,128,4,4,2,3.9,4.787005,36.418,5.1724435
79,0.002065221768676575,8,128,8,16384,2,8,4,2.6,4.842095,232.32,20.952407
80,0.0020702827882071724,7,64,256,512,2,4,8,3.8,4.830258,92.823,12.839642
81,0.0020353536864631274,13,512,128,8192,8,2,2,3.9,4.913151,277.4,30.161617999999997
82,0.002048521694561728,11,1024,8,2048,2,2,4,2.1,4.881569,217.87,25.73772
83,0.0020485246320747336,11,1024,256,4096,8,8,8,2.6,4.881562,266.92,28.940615
84,0.002075351445202109,6,8,512,32768,8,8,8,3.8,4.818461,353.09,25.456364999999998
85,0.0020435772410889817,12,256,256,1024,8,4,8,3.0,4.89338,188.96,23.905728
86,0.0020804488776498416,5,256,1024,16384,8,4,2,3.1,4.806655,223.34,18.918311
87,0.0011829191804255503,14,128,1024,32768,8,8,4,2.3,4.924962,524.06,46.525852
88,0.002053496879300793,10,16,2,32768,2,2,2,3.5,4.869742,339.2,28.846634
89,0.0020940715577756437,2,8,32,1024,8,2,4,2.2,4.775386,36.331,3.948995
90,0.0020435776587098605,12,32,16,128,8,2,2,3.4,4.893379,152.6,20.271559
91,0.0020485258910114576,11,8,128,4096,8,2,4,3.2,4.881559,178.08,20.899057000000003
92,0.0020855679324743156,4,128,16,64,8,4,8,3.2,4.794857,55.172,7.1050962
93,0.002053498144356402,10,256,256,64,2,8,2,3.6,4.869739,150.9,19.521931
94,10000.0,10,4,32,4096,8,8,4,2.1,10000.0,10000.0,10000.0
95,0.0020804467135183266,5,256,256,128,2,8,2,2.3,4.80666,77.012,9.904945999999999
96,0.0020889849079196343,3,128,32,128,2,2,4,2.5,4.787014,36.085,5.2481078000000005
97,0.0020652213421625677,8,512,32,4096,2,8,8,2.3,4.842096,159.05,18.011651999999998
98,0.002075349722370091,6,1024,4,1024,4,2,4,2.7,4.818465,122.31,14.054928
99,0.0020485242124295027,11,4,2,32768,2,2,8,2.8,4.881563,368.05,31.157483
100,0.0020889875262376833,3,8,512,16384,8,2,2,3.9,4.787008,171.87,12.882823
101,0.002020948342135237,1,32,256,16384,4,4,8,2.2,4.948172,146.9,9.1205375
102,0.0020804471463442696,5,256,16,8192,4,8,8,2.6,4.806659,126.18,12.701933
103,0.00208898534430552,3,128,512,512,4,2,4,2.6,4.787013,51.781,6.397078199999999
104,0.0020485263106573763,11,64,128,8192,4,8,2,3.7,4.881558,209.89,22.782248
105,0.002065227313374701,8,512,512,128,8,8,8,2.9,4.842082,155.61,18.492264
106,0.0020485225338502983,11,128,128,128,8,8,4,2.2,4.881567,170.73,20.64619
107,10000.0,5,256,2,8192,4,4,2,2.7,10000.0,10000.0,10000.0
108,0.002048521694561728,11,4,32,8192,8,2,2,2.2,4.881569,201.72,21.941064
109,0.0020855683674337665,4,256,32,4096,4,2,4,3.7,4.794856,84.31,8.9356676
110,0.001547752695320836,1,256,8,65536,8,4,2,3.7,4.944154,457.26,28.0360983
111,0.0016338891417573911,14,512,16,32768,4,4,4,2.2,4.924963,445.91,41.084611
112,0.0020855657576797832,4,32,1024,16384,8,2,2,2.9,4.794862,198.99,16.038605
113,0.0020702806451739788,7,64,32,16384,2,4,4,3.3,4.830263,206.99,18.649753
114,0.0020353528579305385,13,8,8,16384,2,4,8,3.4,4.913153,271.26,28.237344
115,0.0020353536864631274,13,4,1024,2048,4,2,8,3.6,4.913151,264.69,30.043653
116,0.0020804488776498416,5,1024,16,128,2,4,2,2.8,4.806655,94.315,11.390231
117,0.0020568974869032194,9,16,32,32768,4,4,2,3.1,4.861691,333.56,27.465551
118,0.0020652243277643183,8,32,8,256,8,8,8,3.1,4.842089,115.68,14.063387
119,0.0020652243277643183,8,64,256,4096,8,4,4,3.1,4.842089,148.23,16.547936
120,0.0020889844715339307,3,512,16,2048,8,2,4,2.4,4.787015,64.0,6.97968
121,0.0020804497433037084,5,128,64,1024,4,4,4,3.3,4.806653,68.962,9.130165
122,0.0020702823596001787,7,4,8,4096,4,2,8,3.6,4.830259,115.85,13.489678999999999
123,0.0020940759429205155,2,16,1024,256,4,8,2,3.3,4.775376,45.254,4.7957806
124,0.0020652247542795586,8,32,128,128,2,4,4,3.3,4.842088,93.212,13.698081
125,0.0020568974869032194,9,128,128,1024,8,4,2,2.7,4.861691,134.23,16.822316
126,0.0020353528579305385,13,128,8,4096,2,4,2,2.9,4.913153,178.34,23.703998
127,0.00203534954380693,13,32,16,16384,8,4,2,2.2,4.913161,291.76,29.049756000000002
128,0.002088988835399169,3,128,16,128,4,4,2,3.9,4.787005,36.418,5.1724435
129,0.0020652221951907583,8,128,8,16384,2,8,2,2.7,4.842094,228.64,20.93017
130,0.002075352306619191,6,64,128,1024,2,4,8,3.7,4.818459,77.32,10.836823
131,0.0020435776587098605,12,256,128,16384,8,2,2,3.8,4.893379,299.23,29.488865
132,0.0020534939275104326,10,512,8,2048,2,2,2,2.2,4.869749,154.29,20.460096
133,0.0020534960359312525,10,512,128,4096,8,8,8,2.7,4.869744,212.73,22.978347000000003
134,0.0020804497433037084,5,16,512,32768,8,8,8,3.8,4.806653,338.66,23.51579
135,0.0020485258910114576,11,128,256,2048,8,4,8,3.1,4.881559,174.31,21.537208
136,0.0020804488776498416,5,256,512,32768,8,4,2,3.2,4.806655,317.29,23.229481
137,0.0014170090445681644,14,64,512,32768,8,8,4,2.4,4.924961,478.82,42.029847
138,0.0020534973009858223,10,16,2,32768,2,2,2,3.6,4.869741,339.2,28.840692
139,0.002094072434803149,2,16,16,2048,8,2,4,2.3,4.775384,41.341,4.3170673
140,0.0020435776587098605,12,32,16,128,8,2,2,3.4,4.893379,152.6,20.271559
141,0.0020534973009858223,10,16,128,4096,8,2,2,3.3,4.869741,164.1,19.202119999999997
142,0.0020855674975150465,4,128,8,128,8,4,8,3.2,4.794858,54.306,7.1024828
143,0.0020567316518455155,9,256,128,128,2,8,2,3.7,4.862083,128.5,16.933369
144,10000.0,9,4,16,4096,8,8,4,2.2,10000.0,10000.0,10000.0
145,0.0020804471463442696,5,256,256,128,2,8,2,2.4,4.806659,77.012,9.897788
146,0.002094073750345784,2,128,16,128,4,2,4,2.6,4.775381,25.199,3.5332366
147,0.002065221768676575,8,512,16,4096,2,8,8,2.4,4.842095,158.32,17.92502
148,0.0020804488776498416,5,512,4,1024,4,2,4,2.8,4.806655,81.163,10.294103
149,0.0020485246320747336,11,4,2,32768,2,2,8,2.9,4.881562,368.05,31.147675
150,0.0020889875262376833,3,8,256,32768,8,2,2,3.9,4.787008,276.79,18.1748421
151,0.0020209487505585396,1,64,256,16384,4,4,8,2.3,4.948171,147.1,9.1367039
152,0.0020855653227214205,4,256,8,8192,4,4,4,2.7,4.794863,119.03,10.762728
153,0.002094073750345784,2,128,256,1024,4,2,4,2.7,4.775381,36.0,4.225686
154,0.0020534977226710255,10,128,64,8192,4,8,2,3.7,4.86974,196.14,21.031592999999997
155,0.002070281073780263,7,256,256,128,8,8,8,3.0,4.830262,119.77,14.151857
156,0.00205349434919425,10,128,64,256,8,8,2,2.3,4.869748,152.77,18.433343999999998
157,10000.0,4,256,2,8192,4,4,2,2.8,10000.0,10000.0,10000.0
158,0.002053493505826788,10,8,16,8192,8,2,2,2.3,4.86975,188.7,20.177205999999998
159,0.002088988399011825,3,256,32,4096,4,2,4,3.8,4.787006,72.242,7.169744799999999
160,0.001547752695320836,1,256,8,65536,8,4,2,3.7,4.944154,457.26,28.0360983
161,0.0017502475181009707,13,512,16,32768,4,4,4,2.3,4.91316,431.35,39.096284999999995
162,0.002088985780691588,3,32,1024,16384,8,2,2,3.0,4.787012,181.06,13.792163
163,0.002075350583785742,6,128,32,32768,4,4,4,3.4,4.818463,310.09,23.654395
164,0.002035353272196749,13,16,8,16384,2,4,4,3.5,4.913152,267.98,28.02756
165,0.0020435780763309107,12,8,512,4096,4,2,8,3.7,4.893378,219.21,25.648032999999998
166,0.002080449310476685,5,1024,16,256,4,4,2,2.9,4.806654,96.069,11.455762
167,0.0020652239012492538,8,16,16,32768,4,4,2,3.2,4.84209,322.1,25.760226999999997
168,0.002070281502386724,7,32,8,256,8,4,8,3.2,4.830261,90.176,11.968505
169,0.002070281073780263,7,128,128,4096,8,4,4,3.2,4.830262,131.5,14.47572
170,0.002094073311831389,2,256,16,2048,8,2,4,2.5,4.775382,44.131,4.5927023
171,0.0020855679324743156,4,128,32,2048,4,4,4,3.4,4.794857,61.958,7.7253913
172,0.0020702823596001787,7,4,8,4096,4,2,8,3.6,4.830259,115.85,13.489678999999999
173,0.0020940759429205155,2,16,512,256,4,8,2,3.4,4.775376,36.51,4.214303999999999
174,0.0020652251807949753,8,64,128,256,2,4,4,3.4,4.842087,95.34,13.894352999999999
175,0.0020568983330690217,9,128,128,1024,8,4,2,2.8,4.861689,134.23,16.81349
176,0.002043576823468273,12,128,8,4096,2,4,2,3.0,4.893381,167.29,22.014367
177,0.0020435734825087477,12,64,16,16384,8,4,2,2.3,4.893389,280.69,27.554477
178,0.0020940772584675583,2,128,16,256,4,4,2,3.9,4.775373,25.85,3.5474491
179,0.0020702793593561928,7,128,8,16384,4,8,2,2.8,4.830266,217.28,19.208944000000002
180,0.0020804497433037084,5,128,128,1024,2,4,8,3.7,4.806653,67.461,9.310285
181,0.0020485263106573763,11,256,64,16384,8,2,2,3.8,4.881558,281.43,27.213185
182,0.0020534939275104326,10,512,8,4096,4,2,2,2.3,4.869749,174.25,21.377354999999998
183,0.0020568970638205797,9,512,128,8192,8,8,8,2.8,4.861692,211.77,22.277338
184,0.0020804497433037084,5,16,256,32768,8,4,4,3.8,4.806653,311.09,22.517937999999997
185,0.0020534973009858223,10,128,128,2048,8,4,8,3.2,4.869741,152.98,18.963329
186,0.0020855666275970517,4,256,256,32768,8,4,2,3.3,4.79486,295.99,20.5549297
187,0.0016405366587053057,13,64,256,32768,8,8,4,2.5,4.913157,445.54,38.076466999999994
188,0.0020568987561521844,9,32,2,32768,2,2,2,3.7,4.861688,329.67,27.315451
189,0.002094072873317177,2,16,16,2048,8,2,2,2.4,4.775383,41.376,4.3210669
190,0.0020485267303034667,11,64,16,256,8,2,2,3.5,4.881557,142.88,18.846497000000003
191,0.0020568987561521844,9,32,64,8192,8,4,2,3.4,4.861688,180.73,18.792488
192,0.0020855679324743156,4,256,8,128,8,4,8,3.3,4.794857,57.028,7.3904261
193,0.002065225607310568,8,256,128,128,2,4,2,3.7,4.842086,101.91,14.669568
194,0.0020652209156487365,8,8,16,8192,8,4,4,2.3,4.842097,171.77,17.153039
195,0.0020855653227214205,4,128,128,256,4,8,2,2.5,4.794863,57.214,7.421041
196,0.0020209507926775296,1,128,16,256,4,2,2,2.7,4.948166,14.425,1.8762513
197,0.0020702785021452226,7,256,16,8192,4,8,8,2.5,4.830268,153.28,16.331964
198,0.0020855666275970517,4,512,8,2048,4,2,2,2.9,4.79486,72.409,8.743465
199,0.0020534960359312525,10,8,4,32768,2,2,4,3.0,4.869744,345.02,29.563308
200,0.0020889875262376833,3,16,256,32768,8,2,2,3.9,4.787008,276.89,18.188572899999997
201,0.0020209491589820074,1,64,128,32768,4,4,8,2.4,4.94817,266.56,15.2422225
202,0.00208898534430552,3,128,8,8192,4,4,4,2.8,4.787013,105.07,8.785079399999999
203,0.002094090852550456,2,128,256,1024,4,2,4,2.8,4.775342,36.0,4.2236103
204,0.0020534977226710255,10,128,64,16384,4,4,2,3.8,4.86974,242.23,24.126597
205,0.002070281073780263,7,256,128,256,8,4,4,3.1,4.830262,104.17,13.327115000000001
206,0.002056896217655821,9,128,64,256,8,8,2,2.4,4.861694,137.83,16.598326
207,0.0020855657576797832,4,256,4,16384,4,4,2,2.9,4.794862,174.86,14.070920000000001
208,0.0020568953714917592,9,8,16,16384,8,2,2,2.4,4.861696,238.67,22.115975000000002
209,0.002094076381436013,2,128,16,8192,4,2,4,3.9,4.775375,93.725,7.0947635
210,0.0020225907202728716,1,256,8,32768,8,4,2,3.6,4.944154,249.34,14.5958594
211,0.0020209767782103255,12,256,8,32768,8,4,4,2.4,4.893389,402.23,35.172926
212,0.002094075065890072,2,64,512,32768,8,4,2,3.1,4.775378,266.52,16.7534055
213,0.002075350583785742,6,128,16,16384,4,4,4,3.4,4.818463,198.66,17.169649
214,0.002043576823468273,12,16,8,16384,4,4,4,3.4,4.893381,259.69,26.454286
215,0.0020485267303034667,11,8,512,4096,4,2,4,3.6,4.881557,198.21,23.328449
216,0.0020855670625559587,4,512,16,256,4,4,2,3.0,4.794859,61.648,8.040924
217,0.0020702806451739788,7,32,16,32768,4,4,2,3.3,4.830263,311.8,24.1947
218,0.002075351445202109,6,64,8,512,8,4,8,3.3,4.818461,80.88,10.504165
219,0.002075350583785742,6,128,128,8192,8,4,4,3.3,4.818463,153.15,14.52632
220,0.002094073750345784,2,256,16,4096,8,2,4,2.6,4.775381,63.672,5.512120299999999
221,0.0020889879626246628,3,128,32,2048,4,4,4,3.5,4.787007,50.589,6.0312999000000005
222,0.002075351445202109,6,8,8,8192,4,2,4,3.6,4.818461,134.45,13.375775999999998
223,0.002094076381436013,2,32,512,512,4,8,2,3.5,4.775375,38.172,4.3162794
224,0.0020702819309933625,7,64,64,256,4,4,4,3.4,4.83026,82.285,11.928621
225,0.002065227313374701,8,128,64,2048,8,4,2,2.9,4.842082,123.12,15.084488
226,0.0020485254713657106,11,128,8,8192,2,4,2,3.1,4.88156,186.45,21.887148
227,0.0020435739001280913,12,64,16,16384,8,4,2,2.4,4.893388,280.69,27.538310999999997
228,0.0020940768199516936,2,128,8,256,4,4,2,3.8,4.775374,25.755,3.5392163
229,0.0020753492916625333,6,128,8,32768,4,8,2,2.9,4.818466,313.11,23.199036
230,0.0020855688023933986,4,128,64,2048,2,4,8,3.7,4.794855,62.162,7.7951815
231,0.0020534973009858223,10,256,32,16384,8,2,2,3.7,4.869741,266.05,25.210686
232,0.002056896217655821,9,256,8,4096,4,2,2,2.4,4.861694,142.18,17.727446
233,0.0020652234747343657,8,256,64,8192,8,8,4,2.9,4.842091,195.96,18.830582
234,0.0020855674975150465,4,32,256,32768,8,4,4,3.7,4.794858,297.5,20.7532687
235,0.0020534973009858223,10,128,128,2048,8,4,4,3.2,4.869741,152.88,18.95203
236,0.0020889866534642707,3,256,256,32768,8,4,2,3.4,4.78701,280.99,18.6133238
237,0.002043575152987145,12,64,256,16384,8,8,4,2.6,4.893385,318.89,29.743416
238,0.0020652247542795586,8,32,4,32768,4,2,2,3.7,4.842088,320.85,25.73248
239,0.002094072873317177,2,32,16,4096,8,2,2,2.5,4.775383,59.66,5.2456063
240,0.0020534985660419515,10,64,16,256,8,2,2,3.6,4.869738,130.2,17.144975
241,0.0020652247542795586,8,32,64,8192,8,4,2,3.5,4.842088,167.8,17.081494
242,0.0020889875262376833,3,256,8,256,8,4,4,3.3,4.787008,44.029,5.6104165
243,0.002065225607310568,8,256,64,256,2,4,2,3.6,4.842086,99.86,14.428172
244,0.0020652213421625677,8,8,8,8192,8,4,4,2.4,4.842096,168.4,17.064715
245,0.00208898534430552,3,128,128,256,4,8,2,2.6,4.787013,43.72,5.6108851
246,0.0020209512011018223,1,128,8,256,4,4,2,2.8,4.948165,14.477,1.8727977999999998
247,0.0020753488609551543,6,256,16,8192,4,8,8,2.6,4.818467,139.73,14.512879
248,0.0020889866534642707,3,256,8,2048,4,2,2,3.0,4.78701,52.39,6.2313858
249,0.0020568970638205797,9,8,4,32768,4,2,4,3.0,4.861692,336.4,27.982021
250,0.0020940759429205155,2,16,128,32768,8,2,2,3.8,4.775376,261.8,16.2519567
251,0.0020209495674056405,1,128,128,16384,4,4,4,2.5,4.948169,142.79,8.8349972
252,0.002094073750345784,2,128,8,8192,4,4,4,2.9,4.775381,93.829,7.1003487000000005
253,0.0020209512011018223,1,128,128,1024,4,2,4,2.8,4.948165,23.128,2.3285405
254,0.0020568991792355206,9,256,32,16384,4,4,2,3.7,4.861687,235.55,22.918160999999998
255,0.002075351445202109,6,256,128,256,8,4,4,3.2,4.818461,89.855,11.450032
256,0.0020652226217051177,8,128,32,512,8,8,2,2.5,4.842093,123.31,14.71007
257,0.002088985780691588,3,256,4,16384,4,4,2,3.0,4.787012,162.96,12.3163413
258,0.002065221768676575,8,16,16,8192,8,2,2,2.5,4.842095,164.23,16.84505
259,0.0020940759429205155,2,128,16,8192,4,2,4,3.8,4.775376,93.725,7.095865
260,0.0020225907202728716,1,128,8,32768,8,4,2,3.6,4.944154,248.66,14.5222739
261,0.002020978017215451,12,256,8,32768,8,4,4,2.5,4.893386,402.23,35.157593
262,0.0020940912910721978,2,64,512,16384,8,4,2,3.2,4.775341,157.82,11.020490800000001
263,0.002080449310476685,5,128,16,16384,4,4,4,3.3,4.806654,187.38,15.490761
264,0.0020485258910114576,11,32,8,8192,4,4,4,3.3,4.881559,190.07,21.605594
265,0.0020485267303034667,11,16,256,4096,4,2,4,3.6,4.881557,167.02,21.145384
266,0.002088987089850886,3,256,16,512,4,4,2,3.1,4.787009,40.733,5.5488156
267,0.002075350583785742,6,32,8,32768,4,4,2,3.4,4.818463,300.7,22.534235
268,10000.0,5,64,4,512,8,4,4,3.3,10000.0,10000.0,10000.0
269,0.002075350583785742,6,128,64,8192,8,4,4,3.3,4.818463,151.25,14.304215000000001
270,0.002094073750345784,2,128,16,4096,8,2,4,2.7,4.775381,62.057,5.3608739
271,0.002094076381436013,2,128,16,2048,4,4,2,3.5,4.775375,39.117,4.3288568
272,0.0020804497433037084,5,8,8,8192,8,2,4,3.6,4.806653,131.16,12.000594
273,0.0020225911293602766,1,32,256,512,4,8,2,3.5,4.944153,18.576,2.0975876
274,0.0020753518759105607,6,128,32,512,4,4,4,3.4,4.81846,73.854,10.461564
275,0.0020702806451739788,7,128,32,2048,8,4,2,3.0,4.830263,108.84,13.190399999999999
276,0.0020534964576159357,10,128,8,8192,2,4,2,3.1,4.869743,175.41,20.209978000000003
277,0.0020485229534948413,11,128,8,32768,8,4,2,2.5,4.881566,375.39,31.840044
278,0.002022591538447847,1,256,8,256,4,4,2,3.7,4.944152,15.16,1.9380131
279,0.0020804480119966952,5,128,8,16384,4,4,2,2.9,4.806657,183.45,15.470481000000001
280,0.0020855683674337665,4,128,32,2048,4,4,8,3.6,4.794856,62.055,7.7317157
281,0.0020534977226710255,10,128,32,8192,8,2,2,3.6,4.86974,195.66,20.853021
282,0.0020652226217051177,8,256,8,2048,4,2,2,2.5,4.842093,112.14,15.049551
283,0.0020652239012492538,8,128,64,4096,8,8,4,2.9,4.84209,155.6,16.419206999999997
284,0.002088987089850886,3,64,128,32768,8,4,4,3.6,4.787009,281.93,18.7890104
285,0.0020568991792355206,9,128,64,2048,8,4,4,3.2,4.861687,136.4,16.820192000000002
286,0.0020889866534642707,3,256,128,32768,8,4,2,3.4,4.78701,278.89,18.4041837
287,0.0020485242124295027,11,64,128,16384,8,8,4,2.7,4.881563,295.53,27.076066
288,0.002070281502386724,7,64,4,32768,4,2,2,3.8,4.830261,311.53,24.240295
289,0.002094073750345784,2,32,8,4096,8,4,2,2.6,4.775381,59.136,5.2292177
290,0.0020567316518455155,9,64,8,512,8,2,2,3.7,4.862083,115.24,15.442374000000001
291,0.0020652247542795586,8,64,32,8192,8,4,2,3.5,4.842088,167.82,17.082921
292,0.0020889875262376833,3,256,8,256,8,4,4,3.3,4.787008,44.029,5.6104165
293,0.0020702823596001787,7,256,64,256,2,4,2,3.5,4.830259,87.793,12.65283
294,0.002070278930750619,7,16,8,4096,8,4,2,2.5,4.830267,119.93,13.561884000000001
295,0.002094074188860363,2,128,64,512,4,8,2,2.7,4.77538,31.057,3.8149268000000003
296,0.0020209512011018223,1,128,8,512,4,4,2,2.8,4.948165,16.0,1.9584339000000002
297,0.0020804471463442696,5,256,16,8192,4,8,8,2.6,4.806659,126.18,12.701933
298,0.0020889866534642707,3,256,16,2048,4,2,2,3.0,4.78701,52.541,6.245385499999999
299,0.0020652234747343657,8,16,8,16384,4,2,4,3.0,4.842091,215.33,19.995760999999998
300,0.001517146729203628,2,32,128,65536,8,2,2,3.8,4.775376,469.94,29.7113953
301,0.0020209499758294383,1,128,64,16384,4,4,4,2.6,4.948168,142.4,8.7972256
302,0.002094090852550456,2,128,8,4096,4,4,4,3.0,4.775342,58.526,5.2423449
303,0.0020209516095262806,1,128,128,1024,4,4,4,2.9,4.948164,23.23,2.3298204
304,0.0020652247542795586,8,256,32,8192,4,4,2,3.6,4.842088,161.18,17.536445
305,0.0020804497433037084,5,128,64,512,8,4,4,3.2,4.806653,72.299,9.124438
